iri,act,paragrahv,subsection,legalText,in_force,temporalStatus,valid_from,valid_to
estleg:ABIPOL_Par_7_Lg_3_1,estleg:ABIPOL_Map_2026,§ 7.,3¹,"(3¹) Kirjaliku taotlusega kinnitab isik, et ta kohustub täitma abipolitseiniku seadusest tulenevaid nõudeid, ja soovi korral avaldab tahet osaleda politsei tegevuses ainult käesoleva seaduse § 3 lõikes 3 sätestatud ulatuses.",true,,,
estleg:ABIPOL_Par_7_Lg_4,estleg:ABIPOL_Map_2026,§ 7.,4,(4) Taotlus vaadatakse läbi 30 päeva jooksul selle saamisest arvates. Selle aja jooksul kontrollitakse käesoleva paragrahvi lõikes 1 nõutud dokumentide esitamist ning abipolitseinikuks astuda soovija vastavust abipolitseinikule esitatavatele nõuetele.,true,,,
estleg:ABIPOL_Par_7_Lg_4_1,estleg:ABIPOL_Map_2026,§ 7.,4¹,(4¹) Käesoleva paragrahvi lõikes 4 nimetatud kontrolli käigus tuvastatud andmed võivad olla aluseks taotluse rahuldamata jätmiseks.,true,,,
estleg:ABIPOL_Par_7_Lg_4_2,estleg:ABIPOL_Map_2026,§ 7.,4²,"(4²) Käesoleva paragrahvi lõikes 4 nimetatud kontrolli käigus tuvastatud andmeid ning keeldumise põhjust ja keeldumise aluseks olevat asjaolu ei avaldata ulatuses, mis võib olla vältimatult vajalik, et tagada: riigi julgeolek; riigikaitse; avalik kord; süütegude tõkestamine, avastamine, menetlemine või karistuse täideviimine; andmesubjekti kaitse või teiste isikute õiguste ja vabaduste kaitse.",true,,,
estleg:ABIPOL_Par_7_Lg_5,estleg:ABIPOL_Map_2026,§ 7.,5,(5) Taotluse rahuldamise või rahuldamata jätmise otsustab Politsei- ja Piirivalveameti peadirektor või tema volitatud ametnik. Otsus toimetatakse taotlejale kätte tema avalduses märgitud viisil.,true,,,
estleg:ABIPOL_Par_7_Lg_6,estleg:ABIPOL_Map_2026,§ 7.,6,(6) Taotluse rahuldamise korral arvatakse abipolitseinikuks astuda soovija Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku otsusega abipolitseiniku kandidaadiks.,true,,,
estleg:ABIPOL_Par_8,estleg:ABIPOL_Map_2026,§ 8.,,"(1) Abipolitseiniku kandidaat peab läbima esimese astme õppe. Esimese astme õppes omandatakse abipolitseiniku tööks vajalikud algteadmised ja oskused. Esimese astme õpe kestab vähemalt 40 tundi ning lõpeb arvestusega. Esimese astme õppe läbinud ja arvestuse sooritanud abipolitseinik võib osaleda politsei tegevuses koos politseiametnikuga. (2) Käesoleva seaduse § 3 lõikes 2 sätestatud ülesannet võib iseseisvalt täita abipolitseinik, kes on läbinud teise astme õppe ja sooritanud arvestuse. Teise astme õppe eelduseks on esimese astme õppe edukas läbimine ning politsei tegevuses osalemine vähemalt 100 tundi. Teise astme õpe kestab vähemalt 40 tundi ning õppes omandatakse iseseisvaks ülesande täitmiseks vajalikud teadmised ja oskused. Teise astme õpe lõpeb arvestusega. (2¹) Käesoleva paragrahvi lõikes 2 sätestatud eeldusest, et enne teise astme õpet osaletakse politsei tegevuses vähemalt 100 tundi, võib eriolukorra ja erakorralise seisukorra ajal Politsei- ja Piirivalveameti peadirektori korraldusel loobuda. (3) Käesoleva paragrahvi lõigetes 1 ja 2 sätestatud esimese ja teise astme õppe läbimise nõue ei laiene isikule, kes on olnud teenistuses politseiametnikuna või piirivalveametnikuna, julgeolekuasutuse ametnikule ja turvatöötaja kvalifikatsiooni omavale isikule, kes on läbinud turvatöötaja põhiõppe. (4) Abipolitseinik peab kvalifikatsiooni tagamiseks läbima täiendusõppe ja sooritama arvestuse vähemalt üks kord kalendriaastas. (5) Abipolitseinik, kellel on abipolitseiniku ülesande täitmisel vajalik kanda tulirelva, peab lisaks esmaõppele läbima tulirelvaõppe. Tulirelvaõpe kestab vähemalt 40 tundi ning lõpeb arvestusega. Arvestusel tuleb sooritada relva ning relva kasutamist reguleerivate õigusaktide tundmise eksam ning relva käsitsemise katse. (5¹) Kui abipolitseinikuks kandideerib isik, kes on olnud teenistuses politseiametnikuna, piirivalveametnikuna või julgeolekuasutuse ametnikuna, võib ta soovi korral läbida tulirelvaõppe või sooritada kohe käesoleva paragrahvi lõ",true,,,
estleg:ABIPOL_Par_8_Lg_1,estleg:ABIPOL_Map_2026,§ 8.,1,(1) Abipolitseiniku kandidaat peab läbima esimese astme õppe. Esimese astme õppes omandatakse abipolitseiniku tööks vajalikud algteadmised ja oskused. Esimese astme õpe kestab vähemalt 40 tundi ning lõpeb arvestusega. Esimese astme õppe läbinud ja arvestuse sooritanud abipolitseinik võib osaleda politsei tegevuses koos politseiametnikuga.,true,,,
estleg:ABIPOL_Par_8_Lg_2,estleg:ABIPOL_Map_2026,§ 8.,2,"(2) Käesoleva seaduse § 3 lõikes 2 sätestatud ülesannet võib iseseisvalt täita abipolitseinik, kes on läbinud teise astme õppe ja sooritanud arvestuse. Teise astme õppe eelduseks on esimese astme õppe edukas läbimine ning politsei tegevuses osalemine vähemalt 100 tundi. Teise astme õpe kestab vähemalt 40 tundi ning õppes omandatakse iseseisvaks ülesande täitmiseks vajalikud teadmised ja oskused. Teise astme õpe lõpeb arvestusega.",true,,,
estleg:ABIPOL_Par_8_Lg_2_1,estleg:ABIPOL_Map_2026,§ 8.,2¹,"(2¹) Käesoleva paragrahvi lõikes 2 sätestatud eeldusest, et enne teise astme õpet osaletakse politsei tegevuses vähemalt 100 tundi, võib eriolukorra ja erakorralise seisukorra ajal Politsei- ja Piirivalveameti peadirektori korraldusel loobuda.",true,,,
estleg:ABIPOL_Par_8_Lg_3,estleg:ABIPOL_Map_2026,§ 8.,3,"(3) Käesoleva paragrahvi lõigetes 1 ja 2 sätestatud esimese ja teise astme õppe läbimise nõue ei laiene isikule, kes on olnud teenistuses politseiametnikuna või piirivalveametnikuna, julgeolekuasutuse ametnikule ja turvatöötaja kvalifikatsiooni omavale isikule, kes on läbinud turvatöötaja põhiõppe.",true,,,
estleg:ABIPOL_Par_8_Lg_4,estleg:ABIPOL_Map_2026,§ 8.,4,(4) Abipolitseinik peab kvalifikatsiooni tagamiseks läbima täiendusõppe ja sooritama arvestuse vähemalt üks kord kalendriaastas.,true,,,
estleg:ABIPOL_Par_8_Lg_5,estleg:ABIPOL_Map_2026,§ 8.,5,"(5) Abipolitseinik, kellel on abipolitseiniku ülesande täitmisel vajalik kanda tulirelva, peab lisaks esmaõppele läbima tulirelvaõppe. Tulirelvaõpe kestab vähemalt 40 tundi ning lõpeb arvestusega. Arvestusel tuleb sooritada relva ning relva kasutamist reguleerivate õigusaktide tundmise eksam ning relva käsitsemise katse.",true,,,
estleg:ABIPOL_Par_8_Lg_5_1,estleg:ABIPOL_Map_2026,§ 8.,5¹,"(5¹) Kui abipolitseinikuks kandideerib isik, kes on olnud teenistuses politseiametnikuna, piirivalveametnikuna või julgeolekuasutuse ametnikuna, võib ta soovi korral läbida tulirelvaõppe või sooritada kohe käesoleva paragrahvi lõikes 5 nimetatud arvestuse.",true,,,
estleg:ABIPOL_Par_8_Lg_5_2,estleg:ABIPOL_Map_2026,§ 8.,5²,"(5²) Abipolitseinik, kellel on abipolitseiniku ülesande täitmisel vajalik kanda elektrišokirelva, peab lisaks esmaõppele läbima elektrišokirelva õppe. Elektrišokirelva õpe kestab vähemalt 16 tundi ning lõpeb arvestusega. Arvestusel tuleb sooritada relva ja relva kasutamist reguleerivate õigusaktide tundmise eksam ning relva käsitsemise katse.",true,,,
estleg:ABIPOL_Par_8_Lg_6,estleg:ABIPOL_Map_2026,§ 8.,6,"(6) Abipolitseinik, kellel on abipolitseiniku ülesande täitmisel vajalik kanda tulirelva, peab lisaks käesoleva paragrahvi lõikes 4 nimetatud täiendusõppele ja arvestusele sooritama laskmisarvestuse vähemalt üks kord kalendriaastas.",true,,,
estleg:ABIPOL_Par_8_Lg_7,estleg:ABIPOL_Map_2026,§ 8.,7,"(7) Abipolitseiniku kandidaadi ja abipolitseiniku väljaõpet korraldab Politsei- ja Piirivalveamet. Väljaõpet võib läbi viia sellekohase loaga isik, Politsei- ja Piirivalveamet või sisekaitseline rakenduskõrgkool.",true,,,
estleg:ABIPOL_Par_8_Lg_8,estleg:ABIPOL_Map_2026,§ 8.,8,(8) Abipolitseiniku kandidaadi ja abipolitseiniku väljaõppe nõuded ning arvestuse sooritamise korra kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_8_Lg_9,estleg:ABIPOL_Map_2026,§ 8.,9,(9) Abipolitseiniku väljaõppekavad kinnitab Politsei- ja Piirivalveameti peadirektor käskkirjaga.,true,,,
estleg:ABIPOL_Par_9,estleg:ABIPOL_Map_2026,§ 9.,,Abipolitseinikule esitatavatele nõuetele vastav ning esmase väljaõppe läbinud ja arvestuse sooritanud abipolitseiniku kandidaat nimetatakse abipolitseinikuks Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku otsusega.,true,,,
estleg:ABIPOL_Par_9_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 9.,,Abipolitseinikule esitatavatele nõuetele vastav ning esmase väljaõppe läbinud ja arvestuse sooritanud abipolitseiniku kandidaat nimetatakse abipolitseinikuks Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku otsusega.,true,,,
